ID,Area,Feature,User story,Expected behaviour (from code),Code reference,How tested,Baseline result,Errors found,Fix applied,Post-fix result,Status
ANA-07,Analysis /analysis/,Definition conflict register,"As an analyst, I want both readings of a contested definition with citations and the size of the gap, so that conflicts are shown and never resolved for me.","Each conflict: term, numbered readings with source/value/chip, divergence and restatement; header count; empty message when none.",sections/analysis/Conflicts.tsx Conflicts,unit analysis.test; browser,PASS (latent defect found in code review: ERR-23),,ERR-23: Mark and tone only when conflicts exist. Test: analysis 'an empty conflict register raises no warning'.,"PASS (re-tested) — story checker, unit and workbench green",Fixed
ANA-08,Analysis /analysis/,Adjusted vs reported,"As an analyst, I want the add-backs between reported and normalised figures, with disputed ones marked, so that I can challenge the adjustments.","Rows component · category, reported, adjustment, normalised, chip; DISPUTED tag; 'N DISPUTED' header.",Conflicts.tsx Adjusted,browser,PASS,,,PASS (re-tested 2026-09-11),Passing
ANA-09,Analysis /analysis/,Step outputs,"As an analyst, I want each methodology step's state with its limitation, so that I see which steps are restricted.",Grid n · name · state; RESTRICTED/BLOCKED styled; limitation inline; 'x OF y COMPLETE'.,sections/analysis/Steps.tsx,browser,PASS,,,PASS (re-tested 2026-09-11),Passing
ANA-10,Analysis /analysis/,Restricted output keeps its limitation,"As an analyst, I want a RESTRICTED module's output shown with its limitation attached, so that it is neither hidden nor treated as an error.",Limitation note with state tag above the module output.,ModuleOutput.tsx Limitation,unit analysis.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
ANA-11,Analysis /analysis/,Clearance (CP-5),"As an analyst, I want the clearance state and the one blocking finding named, so that I know what stops publication.",Panel tone by state; 'X blocks.' with finding text + chip; other findings listed; QA_GATE note.,sections/analysis/Clearance.tsx Clearance,unit analysis.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
ANA-12,Analysis /analysis/,Route frontier,"As an analyst, I want the nodes that may run now, with state and reason, so that I know what the run will do next.","Rows module id, name, state tag, reason; 'ACCEPT LIVES IN RUN'; only RUNNABLE/RESTRICTED nodes are the frontier (CONTEXT.md).",Clearance.tsx Frontier; fixtures/analysis.json body.frontier,unit analysis.test; browser,FAIL: ERR-07,"ERR-07: Analysis 'Route frontier' (panel and rail) lists BLOCKED nodes and CP-MEMO, a module DECISIONS §14 does not place; the frontier is RUNNABLE + RESTRICTED (CONTEXT.md).","ERR-07: Analysis fixtures' frontier (panel and rail) are CP-6 RUNNABLE and CP-1C RESTRICTED only; supporting-research links name HOST, not CP-MEMO. Test: analysis 'the frontier is the nodes that may run now …'.","PASS (re-tested) — story checker, unit and workbench green",Fixed
ANA-13,Analysis /analysis/,Capital structure,"As an analyst, I want each tranche with seniority, coupon, maturity, amount and leverage-through, so that I read the stack.","Rows with seniority swatch + word (1L/2L/SR UNSEC/SUB/EQUITY), amount, 'THRU x', chip.",sections/analysis/Capital.tsx,unit analysis.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
ANA-14,Analysis /analysis/,Armed triggers,"As an analyst, I want monitored triggers with threshold, current value and cushion, so that I see covenant headroom.","Rows id · description, threshold/now, chip, cushion tag coloured by severity.",Capital.tsx,unit analysis.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
ANA-15,Analysis /analysis/,Bull / Bear / Chair debate (CP-6A),"As an analyst, I want the debate turns with citations and the Chair's weighting, so that I see how the committee view was argued.",Turns with role tag and chip; weighting matrix table; Chair memo.,sections/analysis/Debate.tsx,unit analysis.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
ANA-16,Analysis /analysis/,Ribbon actions (Cite / Dispute),"As an analyst, I want Cite selection and Dispute reading to state truthfully why they cannot act, so that I know they exist.","Visible, refused, with an accurate reason.",fixtures/analysis.json ribbon.actions; RefusedControl,browser,FAIL: ERR-01,"ERR-01: Refusal reasons name build phases that have already exited ('Phase 2 admits…', 'Phase 5 places the provider', 'Phase 6 derives identity…', 'the backend phase that owns this action lands (docs/REBUILD_PLAN.md)'). All are false today and developer-facing: the store, provider and identity exist; what is missing is an HTTP route.","ERR-01: Every unplaced refusal now names the real blocker (READ_ONLY_API: 'this build's API serves only the run document and its event stream'); Rail Ask → ASK_UNPLACED, Sign out → SIGN_OUT_UNPLACED (the authenticating proxy owns sign-out). Tests: helpers/chrome/directory/upload 'names what clears it today'.","PASS (re-tested) — story checker, unit and workbench green",Fixed
ANA-17,Analysis /analysis/,Partial analysis,"As an analyst, I want a partially accepted run shown with its notes, so that I know which tab reads an older snapshot.","?fixture=partial → partial marker with the CP-6A note, body rendered.",fixtures/states/analysis.partial.json,workbench states.spec,PASS,,,PASS (re-tested 2026-09-11),Passing
BOOK-01,Book /book/,Book table,"As a PM, I want every credit in one table grouped by sector with its metrics, snapshot and evidence date, so that I read the portfolio honestly.",Group header rows '<name> · n credit(s)'; credit + case id; status tag with severity; one cell per column; snapshot; evidence date.,sections/book/CasesTable.tsx,unit book.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
BOOK-02,Book /book/,Facet filtering,"As a PM, I want checkbox facets (status, leverage band, freshness, definition set), so that I narrow the book on what was served.",Checkbox per option with count; unchecking removes rows with that value; rows lacking the attribute stay; 'N OF M CREDITS'; empty message.,BookSection.tsx toggle/visible; sections/book/Facets.tsx,unit book.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
BOOK-03,Book /book/,Grouping keys,"As a PM, I want to regroup by sector, rating, pathway, vintage or sponsor, so that I compare like with like.",Pressed-pill buttons; selecting regroups rows by the served attribute ('Not served' when absent); header 'GROUPED BY X'.,Facets.tsx; CasesTable.tsx groupsOf(),unit book.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
BOOK-04,Book /book/,Cell opens passport,"As a PM, I want to click any metric cell to open its passport, so that every number is explained.",Metric cells are buttons (aria-pressed); click opens the passport with the cell as opener; selected cell highlighted.,sections/book/MetricCell.tsx; BookSection.tsx select,unit book.test; workbench passport.spec,PASS,,,PASS (re-tested 2026-09-11),Passing
BOOK-05,Book /book/,Definition deviation marked everywhere,"As a PM, I want a credit that deviates from the house definition marked on the credit, each cell and in the comparison with the size, so that two spellings never share a column silently.",Triangle mark on credit (with count) and cells; title 'Deviates … by X'; compare header count; per-cell note with restatement.,CasesTable.tsx; MetricCell.tsx; Compare.tsx,unit book.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
BOOK-06,Book /book/,Stale evidence colour and date,"As a PM, I want stale evidence shown as a colour and a date on every affected row, so that old numbers are obvious.",Stale rows: evidence date + STALE tag; stale cells styled with 'Stale evidence · <date>' title.,CasesTable.tsx; MetricCell.tsx,unit book.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
BOOK-07,Book /book/,Compare on one basis,"As a PM, I want two to four credits side by side on one stated basis, so that the comparison is honest.","Compare tab: basis 'period · scenario · accepted only'; one column per credit with bound snapshot; metric rows; period, scenario, snapshot, evidence date, definition rows.",sections/book/Compare.tsx,unit book.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
BOOK-08,Book /book/,One snapshot per compared case,"As a PM, I want each compared credit bound to one accepted snapshot until I switch the lens, so that a late response cannot swap numbers under me.","Ledger binds case→snapshot; a later document with a different snapshot shows SNAPSHOT_MISMATCH, 'LENS PINNED' cells and a 'Switch lens to …' button that rebinds.",app/ledger.tsx; app/authority.ts bind/release; BookSection.tsx,unit book.test/authority.test,"PASS: vitest 134/134; workbench 78/78 (3 engines); axe 189/189 entries, 0 violations (book/authority tests)",,,PASS (re-tested 2026-09-11),Passing
BOOK-09,Book /book/,Saved views,"As a PM, I want my saved views listed with their scope, so that I can reuse a named book view.",List of saved views with scope tag (THIS BROWSER / ANALYST PROFILE / WORKSPACE); 'No saved view.' when none.,Facets.tsx,unit book.test; browser,PASS (views listed with scope; opening one is not built — no false affordance),,,PASS (re-tested 2026-09-11),Passing
BOOK-10,Book /book/,Compared credits flagged in table,"As a PM, I want the credits in the comparison flagged in the book table, so that I see what is being compared.",'N COMPARED' tag; compared rows styled 'cmp'.,CasesTable.tsx,browser,PASS,,,PASS (re-tested 2026-09-11),Passing
BOOK-11,Book /book/,Compare primary action,"As a PM, I want the ribbon's primary Compare action to take me to the comparison, so that the primary action does what it says.","Ribbon 'Compare' (primary) opens the Compare view, or states an accurate refusal.",fixtures/book.json ribbon.actions; Ribbon.tsx,browser,FAIL: ERR-02,ERR-02: Book's primary ribbon action 'Compare' is refused ACTION_UNPLACED although the Compare view is one tab away; the primary action of the section is a dead end.; ERR-31,"ERR-02: RibbonAction gains an optional `tab`; a ribbon action naming a tab is live and opens it (Ribbon onTab → Workspace tab choice). book.json Compare carries tab 'compare'. Tests: chrome 'a ribbon action that names a tab … opens it', 'the book's primary Compare opens its Compare tab'.","PASS (re-tested) — story checker, unit and workbench green",Fixed
BOOK-12,Book /book/,Empty book,"As a PM, I want an empty book stated as observed, so that nothing is inferred from silence.",?fixture=observed-empty → No material change + time.,fixtures/states/book.observed-empty.json,unit book.test; a11y,PASS,,,PASS (re-tested 2026-09-11),Passing
RUN-01,Run /run/,Resolved route DAG,"As an analyst, I want the pinned route drawn as stage columns with typed edges, so that I see the whole plan.","Stage headers; one node button per module with id, name, state, reason; SVG edges styled by type; legend of the five edge types.",sections/run/RouteGraph.tsx; RouteLegend.tsx,unit run.test; workbench run.spec; browser,FAIL: ERR-18,"ERR-18: Route DAG: stage headers overlap ('…COVENANTSSTAGE 4 · QA' by 11 px, '…DELIVERABLESTAGE 100' by 5 px) and 17 of 32 node reasons are clipped through the middle of their second line.","ERR-18: Stage headers are one column wide and wrap; nodes are 76px with fixed line heights and a one-line state, so two reason lines fit on all three engines. Test: workbench layout.spec 'stage headers stay in their columns …' (3 engines).","PASS (re-tested) — story checker, unit and workbench green",Fixed
RUN-02,Run /run/,Node states with reasons,"As an analyst, I want every node's state (COMPLETE, RUNNABLE, RESTRICTED, BLOCKED) with its reason, so that I know what each waits on.","State word ('RUNNABLE · RUNNING'/'· FRONTIER'), severity mark (pulse while running), reason text; header tally of the four states.",RouteGraph.tsx severityOf/stateWord; RunSection.tsx tally,unit run.test; browser,FAIL: ERR-18,"ERR-18: Route DAG: stage headers overlap ('…COVENANTSSTAGE 4 · QA' by 11 px, '…DELIVERABLESTAGE 100' by 5 px) and 17 of 32 node reasons are clipped through the middle of their second line.","ERR-18: Stage headers are one column wide and wrap; nodes are 76px with fixed line heights and a one-line state, so two reason lines fit on all three engines. Test: workbench layout.spec 'stage headers stay in their columns …' (3 engines).","PASS (re-tested) — story checker, unit and workbench green",Fixed
RUN-03,Run /run/,The QA gate reads as a gate,"As an analyst, I want the one QA_GATE drawn as a gate, so that I see where a person must act.",Gate node styled 'gate'; diamond 'QA_GATE' mark at the midpoint of the CP-5 → CP-6 edge.,RouteGraph.tsx,unit run.test; workbench run.spec,PASS,,,PASS (re-tested 2026-09-11),Passing
RUN-04,Run /run/,Selected node detail,"As an analyst, I want to select a node and read its reason, stage, edges in, artifact and attempts, so that I can diagnose it.","Right column: state tag, reason, stage label, edges in, artifact sha256 prefix, extension note, limitation; attempts (n, started, charge, generation id, state).",sections/run/NodeDetail.tsx,unit run.test; browser,FAIL: ERR-10,ERR-10: A run attempt with no generation id shows an invented 'gen_—' token.,ERR-10: A missing generation id reads 'no generation id'. Test: run 'an attempt with no generation id says so'.,"PASS (re-tested) — story checker, unit and workbench green",Fixed
RUN-05,Run /run/,Node Accept refused until COMPLETE,"As an analyst, I want Accept on a node to be visible and refused with its state until it is COMPLETE, so that acceptance lives in Run and is never faked.","Accept is aria-disabled with NODE_NOT_ACCEPTABLE naming the state and reason; live only for COMPLETE (then unplaced, refused).",NodeDetail.tsx nodeAccept(),unit run.test/helpers.test; browser,FAIL: ERR-01,"ERR-01: Refusal reasons name build phases that have already exited ('Phase 2 admits…', 'Phase 5 places the provider', 'Phase 6 derives identity…', 'the backend phase that owns this action lands (docs/REBUILD_PLAN.md)'). All are false today and developer-facing: the store, provider and identity exist; what is missing is an HTTP route.","ERR-01: Every unplaced refusal now names the real blocker (READ_ONLY_API: 'this build's API serves only the run document and its event stream'); Rail Ask → ASK_UNPLACED, Sign out → SIGN_OUT_UNPLACED (the authenticating proxy owns sign-out). Tests: helpers/chrome/directory/upload 'names what clears it today'.","PASS (re-tested) — story checker, unit and workbench green",Fixed
RUN-06,Run /run/,Plan gate,"As an approver, I want the plan gate to show the digest and fingerprint I would approve, so that approval binds exactly what I reviewed.","Plan tab: preview digest, input fingerprint, node/edge counts, reserved; Approve plan refused PLAN_ALREADY_PINNED once pinned; at RESOLVED_NOT_PINNED it is visible with an accurate state.",sections/run/PlanGate.tsx,unit run.test; workbench run.spec,FAIL: ERR-01,"ERR-01: Refusal reasons name build phases that have already exited ('Phase 2 admits…', 'Phase 5 places the provider', 'Phase 6 derives identity…', 'the backend phase that owns this action lands (docs/REBUILD_PLAN.md)'). All are false today and developer-facing: the store, provider and identity exist; what is missing is an HTTP route.","ERR-01: Every unplaced refusal now names the real blocker (READ_ONLY_API: 'this build's API serves only the run document and its event stream'); Rail Ask → ASK_UNPLACED, Sign out → SIGN_OUT_UNPLACED (the authenticating proxy owns sign-out). Tests: helpers/chrome/directory/upload 'names what clears it today'.","PASS (re-tested) — story checker, unit and workbench green",Fixed
RUN-07,Run /run/,Run summary,"As an analyst, I want the run's digest, build, profile, plan state and reservation in one panel, so that I can cite the run.","Panel: route digest, build, profile, PINNED / RESOLVED · NOT PINNED, reserved (or 'nothing reserved').",RunSection.tsx,browser,PASS,,,PASS (re-tested 2026-09-11),Passing
RUN-08,Run /run/,Stream advances the route,"As an analyst watching a run, I want node states to advance as events arrive while my selected node stays selected, so that I can follow progress.",Tail events refetch /run; frames advance CP-6 to COMPLETE and CP-7 to RUNNABLE; the reader's node choice survives a refetch of the same run.,RunSection.tsx choice; vite fixture frames,unit run.test; workbench run.spec,PASS: choice survives refetch,,,PASS (re-tested 2026-09-11),Passing
RUN-09,Run /run/,Accept run refused until terminal,"As an analyst, I want Accept run to say it is refused until the run is terminal, so that I do not accept a moving target.",Ribbon 'Accept run' refused RUN_NOT_TERMINAL with what clears it.,fixtures/run.json ribbon.actions,browser,PASS,,,PASS (re-tested 2026-09-11),Passing
RUN-10,Run /run/,Layout without overlap,"As an analyst, I want nodes laid out by stage without overlap, so that the graph is readable.",Columns by ascending stage; rows in order within a stage; no two nodes share a position.,RouteGraph.tsx layoutRoute(),unit run.test,"PASS: vitest 134/134; workbench 78/78 (3 engines); axe 189/189 entries, 0 violations",,,PASS (re-tested 2026-09-11),Passing
MOD-01,Model /model/,Projection per case-period,"As an analyst, I want CP-CF's projection per case and period with the residual as its own column, so that reconciliation is visible.","One table per case; caption 'case · x of y reconciled · unavailable from P'; figure columns, RESIDUAL column, metric columns.",sections/model/Projection.tsx,unit model.test; workbench model.spec; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
MOD-02,Model /model/,Unavailability propagates,"As an analyst, I want a period whose residual exceeds tolerance, and every later one, shown unavailable with the reason, so that nothing is read as zero growth.",Origin period row 'UNAVAILABLE' + reason; later rows 'unavailable · propagated from P — never read as zero growth'; note per origin period.,Projection.tsx; ModelSection.tsx,unit model.test; workbench model.spec,PASS,,,PASS (re-tested 2026-09-11),Passing
MOD-03,Model /model/,Projected cell passport,"As an analyst, I want each projected figure to open a passport naming its driver and the driver's evidence, so that forecasts are explained like actuals.","Figure cells are buttons; click selects, updates the formula bar and opens the passport (driver + chip, PROJECTED).",Projection.tsx; ModelSection.tsx select,unit model.test; workbench passport.spec,PASS,,,PASS (re-tested 2026-09-11),Passing
MOD-04,Model /model/,Model formula bar,"As an analyst, I want the selected figure's derivation and its period residual, so that I can check it reconciles.","'CASE · PERIOD · LABEL', derivation, 'RESIDUAL x' tag (ok when the period is available); at rest the first closing-cash cell with a passport.",ModelSection.tsx FormulaBar/firstCell,browser,PASS,,,PASS (re-tested 2026-09-11),Passing
MOD-05,Model /model/,Drivers tab,"As an analyst, I want CP-2G's drivers with value, state, rationale and evidence, so that I read what the projection assumes.","Drivers tab centre: driver rows (OPEN state warn); read, never edited.",sections/model/ModelDetail.tsx DriverRows,unit model.test; browser,PASS (drivers shown in centre and right column),,,PASS (re-tested 2026-09-11),Passing
MOD-06,Model /model/,Reconciliation panel,"As an analyst, I want tolerance, first covenant breach per case, the accepted artifact and time, so that I can cite the forecast.","Right column: drivers, tolerance, 'First breach · case', artifact sha256, accepted time, 'Not on this page, by decision' note.",ModelDetail.tsx ModelDetail,unit model.test; browser,FAIL: ERR-08 ERR-19,"ERR-08: D-06 reads ADMITTED (grade B) in Analysis's source register but WITHDRAWN (grade C) in Upload for the same case and set; and no conclusion citing D-06 is marked, although Upload states 'every conclusion that cited it is marked'. | ERR-19: Prose in key-value cells and the receipt is broken mid-word ('liqui|dity', 'the o|pinion', 'pe|riods') because those rules use word-break: break-all.","ERR-08: Citation gains optional `withdrawn_at`; chips and paper cites of a withdrawn source are struck through, dashed and named '· source withdrawn'; the drawer shows the withdrawal. All 16 D-06 citations carry it; Analysis's register shows D-06 WITHDRAWN, grade C. Tests: evidence (3), analysis 'register agrees with Upload'. | ERR-19: `.kv dd.wrap` and `.receipt` use overflow-wrap: anywhere instead of word-break: break-all. Test: workbench layout.spec 'prose wraps between words'.","PASS (re-tested) — story checker, unit and workbench green",Fixed
MOD-07,Model /model/,Compare cases action,"As an analyst, I want the Compare cases action to state truthfully what it does or why it cannot act, so that the primary action is not a dead end.",Ribbon 'Compare cases' is live or refused with an accurate reason.,fixtures/model.json ribbon.actions,browser,FAIL: ERR-01,"ERR-01: Refusal reasons name build phases that have already exited ('Phase 2 admits…', 'Phase 5 places the provider', 'Phase 6 derives identity…', 'the backend phase that owns this action lands (docs/REBUILD_PLAN.md)'). All are false today and developer-facing: the store, provider and identity exist; what is missing is an HTTP route.","ERR-01: Every unplaced refusal now names the real blocker (READ_ONLY_API: 'this build's API serves only the run document and its event stream'); Rail Ask → ASK_UNPLACED, Sign out → SIGN_OUT_UNPLACED (the authenticating proxy owns sign-out). Tests: helpers/chrome/directory/upload 'names what clears it today'.","PASS (re-tested) — story checker, unit and workbench green",Fixed
REP-01,Report /report/,Draft revision read view,"As an analyst, I want the draft revision with each paragraph's kind and every figure's citation in place, so that I can read what I would sign.",Paragraph tags '¶n · MODULE · CP-x' / 'ANALYST_JUDGMENT'; figures placed in-sentence with chips; uncited judgment figures marked; 'N UNCITED FIGURE(S)' / 'EVERY FIGURE CITED' + 'N ANCHORED'.,sections/report/RevisionEditor.tsx; text.ts segments(),unit report.test; browser,FAIL: ERR-08,"ERR-08: D-06 reads ADMITTED (grade B) in Analysis's source register but WITHDRAWN (grade C) in Upload for the same case and set; and no conclusion citing D-06 is marked, although Upload states 'every conclusion that cited it is marked'.","ERR-08: Citation gains optional `withdrawn_at`; chips and paper cites of a withdrawn source are struck through, dashed and named '· source withdrawn'; the drawer shows the withdrawal. All 16 D-06 citations carry it; Analysis's register shows D-06 WITHDRAWN, grade C. Tests: evidence (3), analysis 'register agrees with Upload'.","PASS (re-tested) — story checker, unit and workbench green",Fixed
REP-02,Report /report/,Revisions are immutable,"As an analyst, I want to see that my next edit becomes a new revision, so that a signed revision is never amended.","Note: read view of rev_n, saved time, author, digest; 'The next edit saves rev_n+1'.",ReportSection.tsx nextRevisionId(),unit report.test,PASS,,,PASS (re-tested 2026-09-11),Passing
REP-03,Report /report/,Revisions tab,"As an analyst, I want every saved revision with time, author, digest and opinion, so that I can trace the draft's history.",Table rows; current marked DRAFT; 'SIGNED · <signer>' where an opinion binds it.,sections/report/ReportViews.tsx RevisionTable,unit report.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
REP-04,Report /report/,Figures tab,"As an analyst, I want every figure in the revision with CITED/UNCITED/CARRIED status, so that I can clear what blocks freeze.","One row per figure: text, status tag, ¶ and kind, chip or 'no source, no artifact'.",ReportViews.tsx FigureRegister,unit report.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
REP-05,Report /report/,Opinion and freeze panel,"As an analyst, I want the opinion that binds this exact revision, the prior opinion that does not carry forward, and why freeze is refused, so that I know what signing and freezing require.",Revision/digest/saved/viewer rows; SIGNED/REFUSED/UNSIGNED tag; prior opinion 'binds rev only'; freeze refusal naming the figure; Freeze visible and refused.,sections/report/OpinionColumn.tsx OpinionPanel,unit report.test; browser,FAIL: ERR-09,"ERR-09: Report's opinion panel labels the viewer's served role 'Signer' while no one has signed rev_4, suggesting the viewer signed.",ERR-09: The opinion panel's viewer row is labelled 'You'. Test: report 'names the viewer as the viewer'.,"PASS (re-tested) — story checker, unit and workbench green",Fixed
REP-06,Report /report/,Saved revisions list,"As an analyst, I want the saved revisions newest first with current and signed marks, so that I see which revision carries an opinion.","Newest first; CURRENT · DRAFT, OPINION SIGNED or SAVED tags.",OpinionColumn.tsx RevisionsPanel,unit report.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
REP-07,Report /report/,Lineage,"As an analyst, I want the accepted artifacts the draft rests on, so that I can check provenance.","Table module, sha256 short digest (full in title), state tag.",OpinionColumn.tsx LineagePanel,unit report.test,PASS,,,PASS (re-tested 2026-09-11),Passing
REP-08,Report /report/,Deliverable sections,"As an analyst, I want the deliverable's sections in route order with the narrative marked as fed by this revision, so that I know where my text lands.",§n · title · module id (or 'rev FEEDS' / HOST); narrative row aria-current.,ReportSection.tsx SectionList,unit report.test,FAIL: ERR-20,"ERR-20: Short tokens split across lines: Report's deliverable list shows 'CP-' / '1A', Upload's withdrawal cell shows '2026-09-' / '09 09:41Z'.",ERR-20: `.secrow .src` and withdrawal timestamps are nowrap. Test: workbench layout.spec 'module ids and timestamps never wrap inside themselves'.,"PASS (re-tested) — story checker, unit and workbench green",Fixed
REP-09,Report /report/,Sign opinion refused by name,"As an analyst, I want Sign opinion refused with the uncited figure named, so that I know exactly what to fix.",Ribbon 'Sign opinion' refused UNCITED_FIGURE_IN_JUDGMENT naming $95M in ¶5.,fixtures/report.json ribbon.actions,browser,PASS,,,PASS (re-tested 2026-09-11),Passing
COM-01,Committee /committee/,Deliverable on paper,"As an approver, I want the host-rendered deliverable on paper, watermarked until filed, so that a draft is never mistaken for a filing.",Ink-on-cream article; 'DRAFT — NOT FILED' watermark until filed; FILED stamp afterwards.,sections/committee/Paper.tsx,unit committee.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
COM-02,Committee /committee/,Masthead and title,"As an approver, I want origin, method, approval and snapshot on the page's face, so that I know what the document is.","'ORIGIN · HOST-RENDERED · METHOD · FROZEN SNAPSHOT · APPROVAL · PENDING APPROVAL · snapshot', title, sub-line.",Paper.tsx,unit committee.test,PASS,,,PASS (re-tested 2026-09-11),Passing
COM-03,Committee /committee/,Artifacts in route order,"As an approver, I want the accepted artifacts in route order with their § and disposition, so that I can navigate the deliverable.","Left list: §n, module · name, disposition tag; narrative and provenance entries after.",CommitteeSection.tsx ArtifactList,unit committee.test,PASS,,,PASS (re-tested 2026-09-11),Passing
COM-04,Committee /committee/,Paper figures cite evidence,"As an approver, I want every figure on the paper to open its evidence, so that nothing is taken on trust.",Each figure followed by a chip button opening the evidence drawer.,Paper.tsx Cite,unit committee.test; browser,FAIL: ERR-08,"ERR-08: D-06 reads ADMITTED (grade B) in Analysis's source register but WITHDRAWN (grade C) in Upload for the same case and set; and no conclusion citing D-06 is marked, although Upload states 'every conclusion that cited it is marked'.","ERR-08: Citation gains optional `withdrawn_at`; chips and paper cites of a withdrawn source are struck through, dashed and named '· source withdrawn'; the drawer shows the withdrawal. All 16 D-06 citations carry it; Analysis's register shows D-06 WITHDRAWN, grade C. Tests: evidence (3), analysis 'register agrees with Upload'.","PASS (re-tested) — story checker, unit and workbench green",Fixed
COM-05,Committee /committee/,Tabs scope the paper,"As an approver, I want Deliverable, Narrative and Provenance views of the same paper, so that I can read one part at a time.",Deliverable = all sections; Narrative = narrative only; Provenance = provenance index only.,CommitteeSection.tsx SCOPES; Paper.tsx,unit committee.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
COM-06,Committee /committee/,Filing ladder,"As an approver, I want opinion → freeze → filing → receipt with actor, time and state, so that I see where the chain stands.","Ordered steps with SIGNED/FROZEN/FILED/WRITTEN or CURRENT/REFUSED/PENDING tags, actor, time, detail and refusal notes.",sections/committee/FilingLadder.tsx,unit committee.test; browser,PASS,,,PASS (re-tested 2026-09-11),Passing
COM-07,Committee /committee/,"File refused for signer, freezer and reader","As an approver who signed or froze, or a reader, I want File visible and refused with the reason, so that independence is enforced in the open.","File control inside the filing step, aria-disabled, APPROVER_NOT_INDEPENDENT with who qualifies; READER sees the same control refused.",FilingLadder.tsx,unit committee.test; workbench refused.spec,PASS,,,PASS (re-tested 2026-09-11),Passing
COM-08,Committee /committee/,Receipt after filing,"As an approver, I want the detached receipt and a filed line on the paper once filed, so that the filing is verifiable.","Receipt block (filing id, deliverable sha256, filer, time, independence); paper filed line; no watermark; no File control.",FilingLadder.tsx ReceiptBlock; Paper.tsx,unit committee.test; workbench refused.spec,FAIL: ERR-19,"ERR-19: Prose in key-value cells and the receipt is broken mid-word ('liqui|dity', 'the o|pinion', 'pe|riods') because those rules use word-break: break-all.",ERR-19: `.kv dd.wrap` and `.receipt` use overflow-wrap: anywhere instead of word-break: break-all. Test: workbench layout.spec 'prose wraps between words'.,"PASS (re-tested) — story checker, unit and workbench green",Fixed
COM-09,Committee /committee/,Independence and output notes,"As an approver, I want to see the signer, freezer and me side by side and that the output is one HTML file, so that I know who may file and what is filed.","Note with opinion signer, freeze actor, viewer role; note naming the one HTML output file.",FilingLadder.tsx,unit committee.test,PASS,,,PASS (re-tested 2026-09-11),Passing
COM-10,Committee /committee/,Provenance index,"As an approver, I want the provenance index of every module on the page with build, artifact and acceptance time, so that I can audit it.","Table module, build, sha256 short, accepted time.",sections/committee/ProvenanceIndex.tsx,unit committee.test,PASS,,,PASS (re-tested 2026-09-11),Passing
COM-11,Committee /committee/,Filed-state actions,"As an approver after filing, I want Open receipt and Verify to act or say truthfully why not, so that the primary action is not a dead end.",Ribbon actions on the filed fixture are live or refused with an accurate reason.,fixtures/states/committee.filed.json,browser,FAIL: ERR-01,"ERR-01: Refusal reasons name build phases that have already exited ('Phase 2 admits…', 'Phase 5 places the provider', 'Phase 6 derives identity…', 'the backend phase that owns this action lands (docs/REBUILD_PLAN.md)'). All are false today and developer-facing: the store, provider and identity exist; what is missing is an HTTP route.","ERR-01: Every unplaced refusal now names the real blocker (READ_ONLY_API: 'this build's API serves only the run document and its event stream'); Rail Ask → ASK_UNPLACED, Sign out → SIGN_OUT_UNPLACED (the authenticating proxy owns sign-out). Tests: helpers/chrome/directory/upload 'names what clears it today'.","PASS (re-tested) — story checker, unit and workbench green",Fixed
ADM-01,Admin /admin/,Explicit unavailable capability,"As an operator, I want Admin to say plainly it is unavailable and name what is missing, so that I know where each capability lives.","UNAVAILABLE panel; observed time; list of missing capabilities with codes; no settings form, toggles or live controls.",sections/admin/*,unit admin.test; browser,FAIL: ERR-17,"ERR-17: GET /api/health (SYSTEM_SPEC §11) is not served (404), yet the Admin fixture shows a green 'HEALTH · 200' chip and lists a deployment 'worker' SYSTEM_SPEC §1 says does not exist.",ERR-17: Recorded in CLAUDE.md known gaps (Phase 6); admin.json now reads 'HEALTH · NOT SERVED' and lists no worker. Test: admin 'claims no route or process the deployment does not have'.,PASS where fixable; Gap documented (health route not built),Gap documented
ADM-02,Admin /admin/,Request capability refused,"As an operator, I want Request capability refused with what clears it, so that the section does not pretend.",Ribbon 'Request capability' refused CAPABILITY_UNAVAILABLE.,fixtures/admin.json,browser,PASS,,,PASS (re-tested 2026-09-11),Passing
